threat_type,severity,confidence,alert_count,recommended_action,action_priority
malware,MEDIUM,0.9755704636776501,4,ISOLATE_HOST,1
malware,MEDIUM,0.7799231242957791,11,ISOLATE_HOST,1
malware,HIGH,0.9680532345775013,26,ISOLATE_HOST,1
malware,HIGH,0.8231503292937887,26,ISOLATE_HOST,1
data_exfil,MEDIUM,0.8643791822729732,25,BLOCK_IP,1
malware,LOW,0.9630193551561799,25,SCAN_SYSTEM,2
insider_threat,LOW,0.9067599658688315,45,ESCALATE,2
malware,LOW,0.7778315371115916,9,SCAN_SYSTEM,2
phishing,LOW,0.6639230619389979,21,BLOCK_URL,3
insider_threat,HIGH,0.9157802602760934,41,DISABLE_ACCOUNT,1
data_exfil,LOW,0.7858518103061847,19,ESCALATE,2
data_exfil,HIGH,0.6142830903413794,20,ESCALATE,1
brute_force,HIGH,0.695769396605521,10,DISABLE_ACCOUNT,1
normal,LOW,0.6257357601446099,48,MONITOR,3
normal,LOW,0.9181148028509578,43,MONITOR,3
insider_threat,HIGH,0.9329185428319442,6,DISABLE_ACCOUNT,1
phishing,MEDIUM,0.7044250028339241,30,BLOCK_URL,2
insider_threat,HIGH,0.6735872543143051,31,DISABLE_ACCOUNT,1
malware,LOW,0.744389181051369,32,SCAN_SYSTEM,2
phishing,LOW,0.8290664083209646,13,BLOCK_URL,3
normal,LOW,0.9736126518372223,7,MONITOR,3
phishing,MEDIUM,0.6603506748740446,9,BLOCK_URL,2
normal,HIGH,0.8169022084868252,35,ESCALATE,2
ddos,MEDIUM,0.6980358838556673,20,ESCALATE,2
ddos,MEDIUM,0.7849805530288294,3,ESCALATE,2
brute_force,MEDIUM,0.8212921839485123,29,RESET_PASSWORD,2
brute_force,HIGH,0.8711531201966766,7,DISABLE_ACCOUNT,1
insider_threat,MEDIUM,0.9857318869875822,50,ESCALATE,1
ddos,MEDIUM,0.9465127338110446,26,ESCALATE,2
brute_force,MEDIUM,0.8418270976487228,35,RESET_PASSWORD,2
data_exfil,HIGH,0.8148803401821872,45,ESCALATE,1
brute_force,LOW,0.8488070800388179,43,MONITOR,3
malware,HIGH,0.7689270868088995,50,ISOLATE_HOST,1
malware,HIGH,0.9839492618031822,31,ISOLATE_HOST,1
phishing,HIGH,0.9480319799303956,42,ESCALATE,1
phishing,HIGH,0.7704244774537474,36,ESCALATE,1
normal,MEDIUM,0.6957102564944168,1,ESCALATE,2
malware,HIGH,0.640543319370215,28,ISOLATE_HOST,1
brute_force,HIGH,0.8460151096761332,6,DISABLE_ACCOUNT,1
normal,LOW,0.6686358532963392,12,MONITOR,3
brute_force,HIGH,0.6777750788854934,35,DISABLE_ACCOUNT,1
normal,LOW,0.8936522798450558,11,MONITOR,3
data_exfil,MEDIUM,0.7032494728018801,28,BLOCK_IP,1
brute_force,MEDIUM,0.9133914197283375,24,RESET_PASSWORD,2
malware,HIGH,0.8821485826300548,3,ISOLATE_HOST,1
brute_force,MEDIUM,0.821205163727797,13,RESET_PASSWORD,2
data_exfil,MEDIUM,0.9208636720772684,50,BLOCK_IP,1
insider_threat,LOW,0.6396760459451531,46,ESCALATE,2
normal,MEDIUM,0.7693688520041724,34,ESCALATE,2
ddos,HIGH,0.8566075540441072,21,ESCALATE,1
malware,LOW,0.9737904705791052,2,SCAN_SYSTEM,2
malware,LOW,0.911972423850505,2,SCAN_SYSTEM,2
malware,LOW,0.7600185495487485,18,SCAN_SYSTEM,2
brute_force,HIGH,0.7103198347591083,40,DISABLE_ACCOUNT,1
data_exfil,MEDIUM,0.7125424167465149,8,BLOCK_IP,1
ransomware,LOW,0.7145865921144614,20,ESCALATE,2
malware,HIGH,0.7979682896321503,37,ISOLATE_HOST,1
normal,MEDIUM,0.7906122085435483,35,ESCALATE,2
data_exfil,MEDIUM,0.9510355469795682,30,BLOCK_IP,1
phishing,MEDIUM,0.6944093110497617,1,BLOCK_URL,2
malware,LOW,0.8313274559942256,46,SCAN_SYSTEM,2
ddos,MEDIUM,0.743313436441901,2,ESCALATE,2
data_exfil,LOW,0.8115290400051619,38,ESCALATE,2
phishing,MEDIUM,0.6575527462707581,26,BLOCK_URL,2
ransomware,MEDIUM,0.7341419024146774,1,ISOLATE_HOST,1
data_exfil,MEDIUM,0.6883262445693545,35,BLOCK_IP,1
malware,MEDIUM,0.9886947457095129,39,ISOLATE_HOST,1
insider_threat,LOW,0.760115507029427,15,ESCALATE,2
data_exfil,LOW,0.8750491486769898,25,ESCALATE,2
insider_threat,MEDIUM,0.8139212153093347,19,ESCALATE,1
brute_force,LOW,0.7264569531476828,7,MONITOR,3
brute_force,LOW,0.975775698468912,46,MONITOR,3
ransomware,HIGH,0.9435755381947775,36,RESTORE_BACKUP,1
ransomware,HIGH,0.7196408414856714,47,RESTORE_BACKUP,1
phishing,MEDIUM,0.9232546908540049,36,BLOCK_URL,2
ransomware,MEDIUM,0.8610171748019507,2,ISOLATE_HOST,1
data_exfil,LOW,0.7114798759514269,23,ESCALATE,2
ddos,LOW,0.66051632339167,36,ESCALATE,2
data_exfil,HIGH,0.9506602326906148,40,ESCALATE,1
phishing,LOW,0.7228499515497587,27,BLOCK_URL,3
insider_threat,LOW,0.8759484637452248,32,ESCALATE,2
ransomware,LOW,0.6788763596078363,14,ESCALATE,2
data_exfil,LOW,0.7507829786727866,8,ESCALATE,2
malware,LOW,0.7144000722437543,48,SCAN_SYSTEM,2
phishing,MEDIUM,0.6076844270557672,28,BLOCK_URL,2
malware,HIGH,0.6705066470005645,50,ISOLATE_HOST,1
data_exfil,MEDIUM,0.753679928237261,9,BLOCK_IP,1
phishing,HIGH,0.6511951645241547,3,ESCALATE,1
ddos,LOW,0.6304821344235157,28,ESCALATE,2
brute_force,HIGH,0.6331096913404763,42,DISABLE_ACCOUNT,1
ddos,MEDIUM,0.9685804438255902,44,ESCALATE,2
ddos,LOW,0.7873702008431799,26,ESCALATE,2
phishing,LOW,0.6196682097014533,37,BLOCK_URL,3
malware,MEDIUM,0.744869052273468,33,ISOLATE_HOST,1
data_exfil,LOW,0.7618376465042138,24,ESCALATE,2
ddos,LOW,0.6458525516796223,21,ESCALATE,2
brute_force,LOW,0.712933453571124,23,MONITOR,3
ransomware,HIGH,0.8203517247246783,1,RESTORE_BACKUP,1
ransomware,LOW,0.6186590051917122,44,ESCALATE,2
phishing,LOW,0.9032511095807503,14,BLOCK_URL,3
brute_force,MEDIUM,0.6800092668238886,28,RESET_PASSWORD,2
ransomware,LOW,0.9358544358330487,8,ESCALATE,2
ddos,HIGH,0.823362052966029,3,ESCALATE,1
malware,LOW,0.7565930380614893,2,SCAN_SYSTEM,2
normal,LOW,0.8288260778087477,43,MONITOR,3
brute_force,LOW,0.7340328739296543,10,MONITOR,3
phishing,MEDIUM,0.7543228372570646,32,BLOCK_URL,2
normal,HIGH,0.7337278794647232,38,ESCALATE,2
phishing,HIGH,0.9714292003493065,20,ESCALATE,1
normal,MEDIUM,0.8756152164397791,45,ESCALATE,2
malware,MEDIUM,0.9609006515766101,9,ISOLATE_HOST,1
